"","playerID","yearID","teamID.x","lgID.x","AB","H","HR","RBI","BB","SO","nameFirst","nameLast","nameGiven","salary","HperAB","HRperH","recordID","count","playerCount","fullName"
"12048","renteed01",1999,"SLN","NL",585,161,11,63,53,82,"Edgar","Renteria","Edgar Enrique",2e+06,0.275213675213675,0.0683229813664596,14219,1,15,"Edgar Renteria"
"12049","renteed01",2000,"SLN","NL",562,156,16,76,63,77,"Edgar","Renteria","Edgar Enrique",2250000,0.277580071174377,0.102564102564103,14220,1,15,"Edgar Renteria"
"12050","renteed01",2001,"SLN","NL",493,128,10,57,39,73,"Edgar","Renteria","Edgar Enrique",4500000,0.259634888438134,0.078125,14221,1,15,"Edgar Renteria"
"12051","renteed01",2002,"SLN","NL",544,166,11,83,49,57,"Edgar","Renteria","Edgar Enrique",6e+06,0.305147058823529,0.0662650602409639,14222,1,15,"Edgar Renteria"
"12052","renteed01",2003,"SLN","NL",587,194,13,100,65,54,"Edgar","Renteria","Edgar Enrique",6500000,0.330494037478705,0.0670103092783505,14223,1,15,"Edgar Renteria"
"12053","renteed01",2004,"SLN","NL",586,168,10,72,39,78,"Edgar","Renteria","Edgar Enrique",7250000,0.286689419795222,0.0595238095238095,14224,1,15,"Edgar Renteria"
"12054","renteed01",2005,"BOS","AL",623,172,8,70,55,100,"Edgar","Renteria","Edgar Enrique",8e+06,0.276083467094703,0.0465116279069767,14225,1,15,"Edgar Renteria"
"12055","renteed01",2006,"ATL","NL",598,175,14,70,62,89,"Edgar","Renteria","Edgar Enrique",9e+06,0.292642140468227,0.08,14226,1,15,"Edgar Renteria"
"12056","renteed01",2007,"ATL","NL",494,164,12,57,46,77,"Edgar","Renteria","Edgar Enrique",9e+06,0.331983805668016,0.0731707317073171,14227,1,15,"Edgar Renteria"
"12057","renteed01",2008,"DET","AL",503,136,10,55,37,64,"Edgar","Renteria","Edgar Enrique",1e+07,0.27037773359841,0.0735294117647059,14228,1,15,"Edgar Renteria"
"12058","renteed01",2009,"SFN","NL",460,115,5,48,39,69,"Edgar","Renteria","Edgar Enrique",8e+06,0.25,0.0434782608695652,14229,1,15,"Edgar Renteria"
"12059","renteed01",2010,"SFN","NL",243,67,3,22,21,43,"Edgar","Renteria","Edgar Enrique",1e+07,0.275720164609054,0.0447761194029851,14230,1,15,"Edgar Renteria"
"12060","renteed01",2011,"CIN","NL",299,75,5,36,24,65,"Edgar","Renteria","Edgar Enrique",2068391,0.250836120401338,0.0666666666666667,14231,1,15,"Edgar Renteria"
"12083","reyesjo01",2004,"NYN","NL",220,56,2,14,5,31,"Jose","Reyes","Jose Bernabe",307500,0.254545454545455,0.0357142857142857,14260,1,12,"Jose Reyes"
"12084","reyesjo01",2005,"NYN","NL",696,190,7,58,27,78,"Jose","Reyes","Jose Bernabe",332000,0.272988505747126,0.0368421052631579,14261,1,12,"Jose Reyes"
"12085","reyesjo01",2006,"NYN","NL",647,194,19,81,53,81,"Jose","Reyes","Jose Bernabe",401500,0.29984544049459,0.0979381443298969,14262,1,12,"Jose Reyes"
"12086","reyesjo01",2007,"NYN","NL",681,191,12,57,77,78,"Jose","Reyes","Jose Bernabe",2875000,0.280469897209985,0.06282722513089,14263,1,12,"Jose Reyes"
"12087","reyesjo01",2008,"NYN","NL",688,204,16,68,66,82,"Jose","Reyes","Jose Bernabe",4375000,0.296511627906977,0.0784313725490196,14264,1,12,"Jose Reyes"
"12088","reyesjo01",2009,"NYN","NL",147,41,2,15,18,19,"Jose","Reyes","Jose Bernabe",6125000,0.27891156462585,0.0487804878048781,14265,1,12,"Jose Reyes"
"12089","reyesjo01",2010,"NYN","NL",563,159,11,54,31,63,"Jose","Reyes","Jose Bernabe",9375000,0.282415630550622,0.0691823899371069,14266,1,12,"Jose Reyes"
"12090","reyesjo01",2011,"NYN","NL",537,181,7,44,43,41,"Jose","Reyes","Jose Bernabe",1.1e+07,0.337057728119181,0.0386740331491713,14267,1,12,"Jose Reyes"
"12091","reyesjo01",2012,"MIA","NL",642,184,11,57,63,56,"Jose","Reyes","Jose Bernabe",1e+07,0.286604361370716,0.0597826086956522,14268,1,12,"Jose Reyes"
"12092","reyesjo01",2013,"TOR","AL",382,113,10,37,34,47,"Jose","Reyes","Jose Bernabe",1e+07,0.295811518324607,0.0884955752212389,14269,1,12,"Jose Reyes"
"12093","reyesjo01",2014,"TOR","AL",610,175,9,51,38,73,"Jose","Reyes","Jose Bernabe",1.6e+07,0.286885245901639,0.0514285714285714,14270,1,12,"Jose Reyes"
"12094","reyesjo01",2016,"NYN","NL",255,68,8,24,23,49,"Jose","Reyes","Jose Bernabe",2.2e+07,0.266666666666667,0.117647058823529,14273,1,12,"Jose Reyes"
"12097","reynoar02",1993,"COL","NL",63,8,2,4,3,20,"Armando","Reynoso","Armando Martin",120000,0.126984126984127,0.25,14276,1,9,"Armando Reynoso"
"12098","reynoar02",1994,"COL","NL",17,3,0,0,1,4,"Armando","Reynoso","Armando Martin",224000,0.176470588235294,0,14277,1,9,"Armando Reynoso"
"12099","reynoar02",1995,"COL","NL",30,4,0,0,1,11,"Armando","Reynoso","Armando Martin",258000,0.133333333333333,0,14278,1,9,"Armando Reynoso"
"12100","reynoar02",1996,"COL","NL",52,9,0,2,5,25,"Armando","Reynoso","Armando Martin",440000,0.173076923076923,0,14279,1,9,"Armando Reynoso"
"12101","reynoar02",1997,"NYN","NL",29,7,1,3,2,15,"Armando","Reynoso","Armando Martin",1e+06,0.241379310344828,0.142857142857143,14280,1,9,"Armando Reynoso"
"12102","reynoar02",1998,"NYN","NL",30,5,0,0,0,15,"Armando","Reynoso","Armando Martin",1250000,0.166666666666667,0,14281,1,9,"Armando Reynoso"
"12103","reynoar02",1999,"ARI","NL",49,8,0,2,1,26,"Armando","Reynoso","Armando Martin",1625000,0.163265306122449,0,14282,1,9,"Armando Reynoso"
"12104","reynoar02",2000,"ARI","NL",48,5,0,0,2,24,"Armando","Reynoso","Armando Martin",3375000,0.104166666666667,0,14283,1,9,"Armando Reynoso"
"12105","reynoar02",2001,"ARI","NL",10,1,0,2,0,3,"Armando","Reynoso","Armando Martin",2e+06,0.1,0,14284,1,9,"Armando Reynoso"
"12106","reynocr01",1985,"HOU","NL",379,103,4,32,12,30,"Craig","Reynolds","Gordon Craig",350000,0.271767810026385,0.0388349514563107,14285,1,5,"Craig Reynolds"
"12107","reynocr01",1986,"HOU","NL",313,78,6,41,12,31,"Craig","Reynolds","Gordon Craig",416667,0.249201277955272,0.0769230769230769,14286,1,5,"Craig Reynolds"
"12108","reynocr01",1987,"HOU","NL",374,95,4,28,30,44,"Craig","Reynolds","Gordon Craig",416667,0.254010695187166,0.0421052631578947,14287,1,5,"Craig Reynolds"
"12109","reynocr01",1988,"HOU","NL",161,41,1,14,8,23,"Craig","Reynolds","Gordon Craig",5e+05,0.254658385093168,0.024390243902439,14288,1,5,"Craig Reynolds"
"12110","reynocr01",1989,"HOU","NL",189,38,2,14,19,18,"Craig","Reynolds","Gordon Craig",6e+05,0.201058201058201,0.0526315789473684,14289,1,5,"Craig Reynolds"
"12111","reynoha01",1986,"SEA","AL",445,99,1,24,29,42,"Harold","Reynolds","Harold Craig",85000,0.22247191011236,0.0101010101010101,14290,1,8,"Harold Reynolds"
"12112","reynoha01",1988,"SEA","AL",598,169,4,41,51,51,"Harold","Reynolds","Harold Craig",2e+05,0.282608695652174,0.0236686390532544,14291,1,8,"Harold Reynolds"
"12113","reynoha01",1989,"SEA","AL",613,184,0,43,55,45,"Harold","Reynolds","Harold Craig",635000,0.300163132137031,0,14292,1,8,"Harold Reynolds"
"12114","reynoha01",1990,"SEA","AL",642,162,5,55,81,52,"Harold","Reynolds","Harold Craig",966667,0.252336448598131,0.0308641975308642,14293,1,8,"Harold Reynolds"
"12115","reynoha01",1991,"SEA","AL",631,160,3,57,72,63,"Harold","Reynolds","Harold Craig",1866666,0.253565768621236,0.01875,14294,1,8,"Harold Reynolds"
"12116","reynoha01",1992,"SEA","AL",458,113,3,33,45,41,"Harold","Reynolds","Harold Craig",2166666,0.246724890829694,0.0265486725663717,14295,1,8,"Harold Reynolds"
"12117","reynoha01",1993,"BAL","AL",485,122,4,47,66,47,"Harold","Reynolds","Harold Craig",1650000,0.251546391752577,0.0327868852459016,14296,1,8,"Harold Reynolds"
"12118","reynoha01",1994,"CAL","AL",207,48,0,11,23,18,"Harold","Reynolds","Harold Craig",230000,0.231884057971014,0,14297,1,8,"Harold Reynolds"
"12119","reynoma01",2008,"ARI","NL",539,129,28,97,64,204,"Mark","Reynolds","Mark Andrew",396500,0.239332096474954,0.217054263565891,14298,1,8,"Mark Reynolds"
"12120","reynoma01",2009,"ARI","NL",578,150,44,102,76,223,"Mark","Reynolds","Mark Andrew",422500,0.259515570934256,0.293333333333333,14299,1,8,"Mark Reynolds"
"12121","reynoma01",2010,"ARI","NL",499,99,32,85,83,211,"Mark","Reynolds","Mark Andrew",833333,0.198396793587174,0.323232323232323,14300,1,8,"Mark Reynolds"
"12122","reynoma01",2011,"BAL","AL",534,118,37,86,75,196,"Mark","Reynolds","Mark Andrew",5333333,0.220973782771536,0.313559322033898,14301,1,8,"Mark Reynolds"
"12123","reynoma01",2012,"BAL","AL",457,101,23,69,73,159,"Mark","Reynolds","Mark Andrew",7833333,0.221006564551422,0.227722772277228,14302,1,8,"Mark Reynolds"
"12124","reynoma01",2014,"MIL","NL",378,74,22,45,47,122,"Mark","Reynolds","Mark Andrew",2e+06,0.195767195767196,0.297297297297297,14305,1,8,"Mark Reynolds"
"12125","reynoma01",2015,"SLN","NL",382,88,13,48,44,121,"Mark","Reynolds","Mark Andrew",2e+06,0.230366492146597,0.147727272727273,14306,1,8,"Mark Reynolds"
"12126","reynoma01",2016,"COL","NL",393,111,14,53,42,112,"Mark","Reynolds","Mark Andrew",2600000,0.282442748091603,0.126126126126126,14307,1,8,"Mark Reynolds"
"12127","reynorj01",1986,"PIT","NL",402,108,9,48,40,78,"R. J.","Reynolds","Robert James",130000,0.26865671641791,0.0833333333333333,14308,1,5,"R. J. Reynolds"
"12128","reynorj01",1987,"PIT","NL",335,87,7,51,34,80,"R. J.","Reynolds","Robert James",190000,0.259701492537313,0.0804597701149425,14309,1,5,"R. J. Reynolds"
"12129","reynorj01",1988,"PIT","NL",323,80,6,51,20,62,"R. J.","Reynolds","Robert James",290000,0.247678018575851,0.075,14310,1,5,"R. J. Reynolds"
"12130","reynorj01",1989,"PIT","NL",363,98,6,48,34,66,"R. J.","Reynolds","Robert James",425000,0.269972451790634,0.0612244897959184,14311,1,5,"R. J. Reynolds"
"12131","reynorj01",1990,"PIT","NL",215,62,0,19,23,35,"R. J.","Reynolds","Robert James",535000,0.288372093023256,0,14312,1,5,"R. J. Reynolds"
"12134","reynosh01",1993,"HOU","NL",2,1,0,0,0,0,"Shane","Reynolds","Richard Shane",112000,0.5,0,14315,1,10,"Shane Reynolds"
"12135","reynosh01",1994,"HOU","NL",33,3,0,2,1,15,"Shane","Reynolds","Richard Shane",137500,0.0909090909090909,0,14316,1,10,"Shane Reynolds"
"12136","reynosh01",1995,"HOU","NL",63,8,0,1,1,30,"Shane","Reynolds","Richard Shane",175000,0.126984126984127,0,14317,1,10,"Shane Reynolds"
"12137","reynosh01",1996,"HOU","NL",76,14,2,3,3,28,"Shane","Reynolds","Richard Shane",330000,0.184210526315789,0.142857142857143,14318,1,10,"Shane Reynolds"
"12138","reynosh01",1997,"HOU","NL",53,6,0,2,2,31,"Shane","Reynolds","Richard Shane",2050000,0.113207547169811,0,14319,1,10,"Shane Reynolds"
"12139","reynosh01",1998,"HOU","NL",82,13,0,9,2,39,"Shane","Reynolds","Richard Shane",3325000,0.158536585365854,0,14320,1,10,"Shane Reynolds"
"12140","reynosh01",1999,"HOU","NL",66,11,1,14,2,27,"Shane","Reynolds","Richard Shane",4475000,0.166666666666667,0.0909090909090909,14321,1,10,"Shane Reynolds"
"12141","reynosh01",2000,"HOU","NL",40,9,1,2,1,13,"Shane","Reynolds","Richard Shane",6666667,0.225,0.111111111111111,14322,1,10,"Shane Reynolds"
"12142","reynosh01",2001,"HOU","NL",52,4,1,4,1,26,"Shane","Reynolds","Richard Shane",7166667,0.0769230769230769,0.25,14323,1,10,"Shane Reynolds"
"12143","reynosh01",2002,"HOU","NL",21,1,0,3,0,12,"Shane","Reynolds","Richard Shane",7666667,0.0476190476190476,0,14324,1,10,"Shane Reynolds"
"12152","riceji01",1985,"BOS","AL",546,159,27,103,51,75,"Jim","Rice","James Edward",779227,0.291208791208791,0.169811320754717,14333,1,5,"Jim Rice"
"12153","riceji01",1986,"BOS","AL",618,200,20,110,62,78,"Jim","Rice","James Edward",1984423,0.323624595469256,0.1,14334,1,5,"Jim Rice"
"12154","riceji01",1987,"BOS","AL",404,112,13,62,45,77,"Jim","Rice","James Edward",2110000,0.277227722772277,0.116071428571429,14335,1,5,"Jim Rice"
"12155","riceji01",1988,"BOS","AL",485,128,15,72,48,89,"Jim","Rice","James Edward",2214865,0.263917525773196,0.1171875,14336,1,5,"Jim Rice"
"12156","riceji01",1989,"BOS","AL",209,49,3,28,13,39,"Jim","Rice","James Edward",2354748,0.23444976076555,0.0612244897959184,14337,1,5,"Jim Rice"
"12160","richacl01",2010,"SDN","NL",61,9,0,5,1,21,"Clayton","Richard","Clayton Colby",423700,0.147540983606557,0,14343,1,5,"Clayton Richard"
"12161","richacl01",2011,"SDN","NL",28,3,0,2,1,12,"Clayton","Richard","Clayton Colby",468800,0.107142857142857,0,14344,1,5,"Clayton Richard"
"12162","richacl01",2012,"SDN","NL",69,6,1,7,1,40,"Clayton","Richard","Clayton Colby",2705000,0.0869565217391304,0.166666666666667,14345,1,5,"Clayton Richard"
"12163","richacl01",2013,"SDN","NL",14,3,0,1,0,5,"Clayton","Richard","Clayton Colby",5240000,0.214285714285714,0,14346,1,5,"Clayton Richard"
"12164","richacl01",2016,"SDN","NL",16,1,0,1,1,9,"Clayton","Richard","Clayton Colby",2e+06,0.0625,0,14347,1,5,"Clayton Richard"
"12176","rijojo01",1988,"CIN","NL",37,2,1,1,0,14,"Jose","Rijo","Jose Antonio",127500,0.0540540540540541,0.5,14359,1,9,"Jose Rijo"
"12177","rijojo01",1989,"CIN","NL",38,8,0,1,1,11,"Jose","Rijo","Jose Antonio",457500,0.210526315789474,0,14360,1,9,"Jose Rijo"
"12178","rijojo01",1990,"CIN","NL",62,10,0,2,2,10,"Jose","Rijo","Jose Antonio",630000,0.161290322580645,0,14361,1,9,"Jose Rijo"
"12179","rijojo01",1991,"CIN","NL",67,14,0,5,2,13,"Jose","Rijo","Jose Antonio",2333333,0.208955223880597,0,14362,1,9,"Jose Rijo"
"12180","rijojo01",1992,"CIN","NL",72,14,0,6,0,18,"Jose","Rijo","Jose Antonio",3520833,0.194444444444444,0,14363,1,9,"Jose Rijo"
"12181","rijojo01",1993,"CIN","NL",82,22,1,8,3,18,"Jose","Rijo","Jose Antonio",4083333,0.268292682926829,0.0454545454545455,14364,1,9,"Jose Rijo"
"12182","rijojo01",1994,"CIN","NL",49,10,0,3,0,7,"Jose","Rijo","Jose Antonio",3975000,0.204081632653061,0,14365,1,9,"Jose Rijo"
"12183","rijojo01",1995,"CIN","NL",22,3,0,3,0,3,"Jose","Rijo","Jose Antonio",5750000,0.136363636363636,0,14366,1,9,"Jose Rijo"
"12184","rijojo01",2002,"CIN","NL",16,2,0,0,0,7,"Jose","Rijo","Jose Antonio",5e+05,0.125,0,14367,1,9,"Jose Rijo"
"12185","rileser01",1986,"ML4","AL",524,132,9,47,54,80,"Ernie","Riles","Ernest",175000,0.251908396946565,0.0681818181818182,14368,1,7,"Ernie Riles"
"12186","rileser01",1987,"ML4","AL",276,72,4,38,30,47,"Ernie","Riles","Ernest",160000,0.260869565217391,0.0555555555555556,14369,1,7,"Ernie Riles"
"12187","rileser01",1989,"SFN","NL",302,84,7,40,28,50,"Ernie","Riles","Ernest",470000,0.278145695364238,0.0833333333333333,14372,1,7,"Ernie Riles"
"12188","rileser01",1990,"SFN","NL",155,31,8,21,26,26,"Ernie","Riles","Ernest",675000,0.2,0.258064516129032,14373,1,7,"Ernie Riles"
"12189","rileser01",1991,"OAK","AL",281,60,5,32,31,42,"Ernie","Riles","Ernest",792500,0.213523131672598,0.0833333333333333,14374,1,7,"Ernie Riles"
"12190","rileser01",1992,"HOU","NL",61,16,1,4,2,11,"Ernie","Riles","Ernest",4e+05,0.262295081967213,0.0625,14375,1,7,"Ernie Riles"
"12191","rileser01",1993,"BOS","AL",143,27,5,20,20,40,"Ernie","Riles","Ernest",4e+05,0.188811188811189,0.185185185185185,14376,1,7,"Ernie Riles"
"12192","riosal01",2005,"TOR","AL",481,126,10,59,28,101,"Alex","Rios","Alexis Israel",331000,0.261954261954262,0.0793650793650794,14377,1,9,"Alex Rios"
"12193","riosal01",2006,"TOR","AL",450,136,17,82,35,89,"Alex","Rios","Alexis Israel",354000,0.302222222222222,0.125,14378,1,9,"Alex Rios"
"12194","riosal01",2007,"TOR","AL",643,191,24,85,55,103,"Alex","Rios","Alexis Israel",2535000,0.297045101088647,0.12565445026178,14379,1,9,"Alex Rios"
"12195","riosal01",2008,"TOR","AL",635,185,15,79,44,112,"Alex","Rios","Alexis Israel",4835000,0.291338582677165,0.0810810810810811,14380,1,9,"Alex Rios"
"12196","riosal01",2010,"CHA","AL",567,161,21,88,38,93,"Alex","Rios","Alexis Israel",10200000,0.283950617283951,0.130434782608696,14383,1,9,"Alex Rios"
"12197","riosal01",2011,"CHA","AL",537,122,13,44,27,68,"Alex","Rios","Alexis Israel",12500000,0.227188081936685,0.10655737704918,14384,1,9,"Alex Rios"
"12198","riosal01",2012,"CHA","AL",605,184,25,91,26,92,"Alex","Rios","Alexis Israel",12500000,0.304132231404959,0.135869565217391,14385,1,9,"Alex Rios"
"12199","riosal01",2014,"TEX","AL",492,138,4,54,23,93,"Alex","Rios","Alexis Israel",12500000,0.280487804878049,0.0289855072463768,14388,1,9,"Alex Rios"
"12200","riosal01",2015,"KCA","AL",385,98,4,32,15,67,"Alex","Rios","Alexis Israel",1.1e+07,0.254545454545455,0.0408163265306122,14389,1,9,"Alex Rios"
"12205","ripkebi01",1987,"BAL","AL",234,72,2,20,21,23,"Billy","Ripken","William Oliver",62500,0.307692307692308,0.0277777777777778,14396,1,11,"Billy Ripken"
"12206","ripkebi01",1988,"BAL","AL",512,106,2,34,33,63,"Billy","Ripken","William Oliver",80000,0.20703125,0.0188679245283019,14397,1,11,"Billy Ripken"
"12207","ripkebi01",1989,"BAL","AL",318,76,2,26,22,53,"Billy","Ripken","William Oliver",1e+05,0.238993710691824,0.0263157894736842,14398,1,11,"Billy Ripken"
"12208","ripkebi01",1990,"BAL","AL",406,118,3,38,28,43,"Billy","Ripken","William Oliver",215000,0.29064039408867,0.0254237288135593,14399,1,11,"Billy Ripken"
"12209","ripkebi01",1991,"BAL","AL",287,62,0,14,15,31,"Billy","Ripken","William Oliver",7e+05,0.21602787456446,0,14400,1,11,"Billy Ripken"
"12210","ripkebi01",1992,"BAL","AL",330,76,4,36,18,26,"Billy","Ripken","William Oliver",730000,0.23030303030303,0.0526315789473684,14401,1,11,"Billy Ripken"
"12211","ripkebi01",1993,"TEX","AL",132,25,0,11,11,19,"Billy","Ripken","William Oliver",2e+05,0.189393939393939,0,14402,1,11,"Billy Ripken"
"12212","ripkebi01",1994,"TEX","AL",81,25,0,6,3,11,"Billy","Ripken","William Oliver",2e+05,0.308641975308642,0,14403,1,11,"Billy Ripken"
"12213","ripkebi01",1996,"BAL","AL",135,31,2,12,9,18,"Billy","Ripken","William Oliver",250000,0.22962962962963,0.0645161290322581,14404,1,11,"Billy Ripken"
"12214","ripkebi01",1997,"TEX","AL",203,56,3,24,9,32,"Billy","Ripken","William Oliver",275000,0.275862068965517,0.0535714285714286,14405,1,11,"Billy Ripken"
"12215","ripkebi01",1998,"DET","AL",74,20,0,5,5,10,"Billy","Ripken","William Oliver",4e+05,0.27027027027027,0,14406,1,11,"Billy Ripken"
"12216","ripkeca01",1985,"BAL","AL",642,181,26,110,67,68,"Cal","Ripken","Calvin Edwin",8e+05,0.281931464174455,0.143646408839779,14407,1,17,"Cal Ripken"
"12217","ripkeca01",1986,"BAL","AL",627,177,25,81,70,60,"Cal","Ripken","Calvin Edwin",1150000,0.282296650717703,0.141242937853107,14408,1,17,"Cal Ripken"
"12218","ripkeca01",1987,"BAL","AL",624,157,27,98,81,77,"Cal","Ripken","Calvin Edwin",1350000,0.251602564102564,0.171974522292994,14409,1,17,"Cal Ripken"
"12219","ripkeca01",1988,"BAL","AL",575,152,23,81,102,69,"Cal","Ripken","Calvin Edwin",1700000,0.264347826086957,0.151315789473684,14410,1,17,"Cal Ripken"
"12220","ripkeca01",1989,"BAL","AL",646,166,21,93,57,72,"Cal","Ripken","Calvin Edwin",2466667,0.256965944272446,0.126506024096386,14411,1,17,"Cal Ripken"
"12221","ripkeca01",1990,"BAL","AL",600,150,21,84,82,66,"Cal","Ripken","Calvin Edwin",1316667,0.25,0.14,14412,1,17,"Cal Ripken"
"12222","ripkeca01",1991,"BAL","AL",650,210,34,114,53,46,"Cal","Ripken","Calvin Edwin",2566667,0.323076923076923,0.161904761904762,14413,1,17,"Cal Ripken"
"12223","ripkeca01",1992,"BAL","AL",637,160,14,72,64,50,"Cal","Ripken","Calvin Edwin",2100000,0.251177394034537,0.0875,14414,1,17,"Cal Ripken"
"12224","ripkeca01",1993,"BAL","AL",641,165,24,90,65,58,"Cal","Ripken","Calvin Edwin",5200000,0.257410296411856,0.145454545454545,14415,1,17,"Cal Ripken"
"12225","ripkeca01",1994,"BAL","AL",444,140,13,75,32,41,"Cal","Ripken","Calvin Edwin",5500000,0.315315315315315,0.0928571428571429,14416,1,17,"Cal Ripken"
"12226","ripkeca01",1995,"BAL","AL",550,144,17,88,52,59,"Cal","Ripken","Calvin Edwin",6700000,0.261818181818182,0.118055555555556,14417,1,17,"Cal Ripken"
"12227","ripkeca01",1996,"BAL","AL",640,178,26,102,59,78,"Cal","Ripken","Calvin Edwin",6650000,0.278125,0.146067415730337,14418,1,17,"Cal Ripken"
"12228","ripkeca01",1997,"BAL","AL",615,166,17,84,56,73,"Cal","Ripken","Calvin Edwin",6850000,0.269918699186992,0.102409638554217,14419,1,17,"Cal Ripken"
"12229","ripkeca01",1998,"BAL","AL",601,163,14,61,51,68,"Cal","Ripken","Calvin Edwin",6400000,0.271214642262895,0.0858895705521472,14420,1,17,"Cal Ripken"
"12230","ripkeca01",1999,"BAL","AL",332,113,18,57,13,31,"Cal","Ripken","Calvin Edwin",6500000,0.340361445783133,0.15929203539823,14421,1,17,"Cal Ripken"
"12231","ripkeca01",2000,"BAL","AL",309,79,15,56,23,37,"Cal","Ripken","Calvin Edwin",6300000,0.255663430420712,0.189873417721519,14422,1,17,"Cal Ripken"
"12232","ripkeca01",2001,"BAL","AL",477,114,14,68,26,63,"Cal","Ripken","Calvin Edwin",6300000,0.238993710691824,0.12280701754386,14423,1,17,"Cal Ripken"
"12233","ritchto01",1999,"PIT","NL",53,8,0,1,1,16,"Todd","Ritchie","Todd Everett",225000,0.150943396226415,0,14424,1,5,"Todd Ritchie"
"12234","ritchto01",2000,"PIT","NL",60,13,0,2,2,22,"Todd","Ritchie","Todd Everett",380000,0.216666666666667,0,14425,1,5,"Todd Ritchie"
"12235","ritchto01",2001,"PIT","NL",59,9,0,3,3,27,"Todd","Ritchie","Todd Everett",1933333,0.152542372881356,0,14426,1,5,"Todd Ritchie"
"12236","ritchto01",2002,"CHA","AL",4,1,0,0,1,1,"Todd","Ritchie","Todd Everett",3533333,0.25,0,14427,1,5,"Todd Ritchie"
"12237","ritchto01",2003,"MIL","NL",9,2,0,0,0,2,"Todd","Ritchie","Todd Everett",1150000,0.222222222222222,0,14428,1,5,"Todd Ritchie"
"12243","rivaslu01",2001,"MIN","AL",563,150,7,47,40,99,"Luis","Rivas","Luis Wilfredo",2e+05,0.266429840142096,0.0466666666666667,14434,1,6,"Luis Rivas"
"12244","rivaslu01",2002,"MIN","AL",316,81,4,35,19,51,"Luis","Rivas","Luis Wilfredo",240000,0.256329113924051,0.0493827160493827,14435,1,6,"Luis Rivas"
"12245","rivaslu01",2003,"MIN","AL",475,123,8,43,30,65,"Luis","Rivas","Luis Wilfredo",340000,0.258947368421053,0.0650406504065041,14436,1,6,"Luis Rivas"
"12246","rivaslu01",2004,"MIN","AL",336,86,10,34,13,53,"Luis","Rivas","Luis Wilfredo",1500000,0.255952380952381,0.116279069767442,14437,1,6,"Luis Rivas"
"12247","rivaslu01",2005,"MIN","AL",136,35,1,12,9,17,"Luis","Rivas","Luis Wilfredo",1625000,0.257352941176471,0.0285714285714286,14438,1,6,"Luis Rivas"
"12248","rivaslu01",2008,"PIT","NL",206,45,3,20,13,27,"Luis","Rivas","Luis Wilfredo",525000,0.218446601941748,0.0666666666666667,14439,1,6,"Luis Rivas"
"12251","riverju01",2004,"MON","NL",391,120,12,49,34,45,"Juan","Rivera","Juan Luis",312000,0.30690537084399,0.1,14442,1,8,"Juan Rivera"
"12252","riverju01",2005,"LAA","AL",350,95,15,59,23,44,"Juan","Rivera","Juan Luis",390000,0.271428571428571,0.157894736842105,14443,1,8,"Juan Rivera"
"12253","riverju01",2006,"LAA","AL",448,139,23,85,33,59,"Juan","Rivera","Juan Luis",1250000,0.310267857142857,0.165467625899281,14444,1,8,"Juan Rivera"
"12254","riverju01",2007,"LAA","AL",43,12,2,8,1,4,"Juan","Rivera","Juan Luis",2025000,0.27906976744186,0.166666666666667,14445,1,8,"Juan Rivera"
"12255","riverju01",2008,"LAA","AL",256,63,12,45,16,33,"Juan","Rivera","Juan Luis",2025000,0.24609375,0.19047619047619,14446,1,8,"Juan Rivera"
"12256","riverju01",2009,"LAA","AL",529,152,25,88,36,57,"Juan","Rivera","Juan Luis",3250000,0.287334593572779,0.164473684210526,14447,1,8,"Juan Rivera"
"12257","riverju01",2010,"LAA","AL",416,105,15,52,33,58,"Juan","Rivera","Juan Luis",4250000,0.252403846153846,0.142857142857143,14448,1,8,"Juan Rivera"
"12258","riverju01",2012,"LAN","NL",312,76,9,47,18,35,"Juan","Rivera","Juan Luis",4e+06,0.243589743589744,0.118421052631579,14451,1,8,"Juan Rivera"
"12259","riverlu01",1986,"MON","NL",166,34,0,13,17,33,"Luis","Rivera","Luis Antonio",60000,0.204819277108434,0,14452,1,9,"Luis Rivera"
"12260","riverlu01",1988,"MON","NL",371,83,4,30,24,69,"Luis","Rivera","Luis Antonio",70000,0.223719676549865,0.0481927710843374,14453,1,9,"Luis Rivera"
"12261","riverlu01",1989,"BOS","AL",323,83,5,29,20,60,"Luis","Rivera","Luis Antonio",105000,0.256965944272446,0.0602409638554217,14454,1,9,"Luis Rivera"
"12262","riverlu01",1990,"BOS","AL",346,78,7,45,25,58,"Luis","Rivera","Luis Antonio",250000,0.225433526011561,0.0897435897435897,14455,1,9,"Luis Rivera"
"12263","riverlu01",1991,"BOS","AL",414,107,8,40,35,86,"Luis","Rivera","Luis Antonio",635000,0.258454106280193,0.0747663551401869,14456,1,9,"Luis Rivera"
"12264","riverlu01",1992,"BOS","AL",288,62,0,29,26,56,"Luis","Rivera","Luis Antonio",1075000,0.215277777777778,0,14457,1,9,"Luis Rivera"
"12265","riverlu01",1993,"BOS","AL",130,27,1,7,11,36,"Luis","Rivera","Luis Antonio",1075000,0.207692307692308,0.037037037037037,14458,1,9,"Luis Rivera"
"12266","riverlu01",1994,"NYN","NL",43,12,3,5,4,14,"Luis","Rivera","Luis Antonio",450000,0.27906976744186,0.25,14459,1,9,"Luis Rivera"
