"","playerID","yearID","teamID.x","lgID.x","AB","H","HR","RBI","BB","SO","nameFirst","nameLast","nameGiven","salary","HperAB","HRperH","recordID","count","playerCount","fullName"
"1678","brettge01",1986,"KCA","AL",441,128,16,73,80,45,"George","Brett","George Howard",1471429,0.290249433106576,0.125,1970,1,9,"George Brett"
"1679","brettge01",1987,"KCA","AL",427,124,22,78,72,47,"George","Brett","George Howard",2055000,0.2903981264637,0.17741935483871,1971,1,9,"George Brett"
"1680","brettge01",1988,"KCA","AL",589,180,24,103,82,51,"George","Brett","George Howard",2305000,0.305602716468591,0.133333333333333,1972,1,9,"George Brett"
"1681","brettge01",1989,"KCA","AL",457,129,12,80,59,47,"George","Brett","George Howard",2005000,0.282275711159737,0.0930232558139535,1973,1,9,"George Brett"
"1682","brettge01",1990,"KCA","AL",544,179,14,87,56,63,"George","Brett","George Howard",2255000,0.329044117647059,0.0782122905027933,1974,1,9,"George Brett"
"1683","brettge01",1991,"KCA","AL",505,129,10,61,58,75,"George","Brett","George Howard",3105000,0.255445544554455,0.0775193798449612,1975,1,9,"George Brett"
"1684","brettge01",1992,"KCA","AL",592,169,7,61,35,69,"George","Brett","George Howard",3100000,0.285472972972973,0.0414201183431953,1976,1,9,"George Brett"
"1685","brettge01",1993,"KCA","AL",560,149,19,75,39,67,"George","Brett","George Howard",2750000,0.266071428571429,0.12751677852349,1977,1,9,"George Brett"
"1692","brilegr01",1989,"SEA","AL",394,105,13,52,39,82,"Greg","Briley","Gregory",68000,0.266497461928934,0.123809523809524,1986,1,5,"Greg Briley"
"1693","brilegr01",1990,"SEA","AL",337,83,5,29,37,48,"Greg","Briley","Gregory",150000,0.246290801186944,0.0602409638554217,1987,1,5,"Greg Briley"
"1694","brilegr01",1991,"SEA","AL",381,99,2,26,27,51,"Greg","Briley","Gregory",265000,0.259842519685039,0.0202020202020202,1988,1,5,"Greg Briley"
"1695","brilegr01",1992,"SEA","AL",200,55,5,12,4,31,"Greg","Briley","Gregory",570000,0.275,0.0909090909090909,1989,1,5,"Greg Briley"
"1696","brilegr01",1993,"FLO","NL",170,33,3,12,12,42,"Greg","Briley","Gregory",109000,0.194117647058824,0.0909090909090909,1990,1,5,"Greg Briley"
"1708","brockgr01",1985,"LAN","NL",438,110,21,66,54,72,"Greg","Brock","Gregory Allen",150000,0.251141552511416,0.190909090909091,2004,1,7,"Greg Brock"
"1709","brockgr01",1986,"LAN","NL",325,76,16,52,37,60,"Greg","Brock","Gregory Allen",325000,0.233846153846154,0.210526315789474,2005,1,7,"Greg Brock"
"1710","brockgr01",1987,"ML4","AL",532,159,13,85,57,63,"Greg","Brock","Gregory Allen",405000,0.298872180451128,0.0817610062893082,2006,1,7,"Greg Brock"
"1711","brockgr01",1988,"ML4","AL",364,77,6,50,63,48,"Greg","Brock","Gregory Allen",6e+05,0.211538461538462,0.0779220779220779,2007,1,7,"Greg Brock"
"1712","brockgr01",1989,"ML4","AL",373,99,12,52,43,49,"Greg","Brock","Gregory Allen",7e+05,0.265415549597855,0.121212121212121,2008,1,7,"Greg Brock"
"1713","brockgr01",1990,"ML4","AL",367,91,7,50,43,45,"Greg","Brock","Gregory Allen",787500,0.247956403269755,0.0769230769230769,2009,1,7,"Greg Brock"
"1714","brockgr01",1991,"ML4","AL",60,17,1,6,14,9,"Greg","Brock","Gregory Allen",937500,0.283333333333333,0.0588235294117647,2010,1,7,"Greg Brock"
"1716","brognri01",1994,"NYN","NL",131,46,7,20,6,29,"Rico","Brogna","Rico Joseph",109000,0.351145038167939,0.152173913043478,2012,1,7,"Rico Brogna"
"1717","brognri01",1995,"NYN","NL",495,143,22,76,39,111,"Rico","Brogna","Rico Joseph",125000,0.288888888888889,0.153846153846154,2013,1,7,"Rico Brogna"
"1718","brognri01",1996,"NYN","NL",188,48,7,30,19,50,"Rico","Brogna","Rico Joseph",325000,0.25531914893617,0.145833333333333,2014,1,7,"Rico Brogna"
"1719","brognri01",1997,"PHI","NL",543,137,20,81,33,116,"Rico","Brogna","Rico Joseph",450000,0.252302025782689,0.145985401459854,2015,1,7,"Rico Brogna"
"1720","brognri01",1998,"PHI","NL",565,150,20,104,49,125,"Rico","Brogna","Rico Joseph",1725000,0.265486725663717,0.133333333333333,2016,1,7,"Rico Brogna"
"1721","brognri01",1999,"PHI","NL",619,172,24,102,54,132,"Rico","Brogna","Rico Joseph",3200000,0.277867528271405,0.13953488372093,2017,1,7,"Rico Brogna"
"1722","brognri01",2001,"ATL","NL",206,51,3,21,14,46,"Rico","Brogna","Rico Joseph",1500000,0.247572815533981,0.0588235294117647,2020,1,7,"Rico Brogna"
"1723","brookhu01",1985,"MON","NL",605,163,13,100,34,79,"Hubie","Brooks","Hubert",550000,0.269421487603306,0.0797546012269939,2021,1,10,"Hubie Brooks"
"1724","brookhu01",1986,"MON","NL",306,104,14,58,25,60,"Hubie","Brooks","Hubert",650000,0.339869281045752,0.134615384615385,2022,1,10,"Hubie Brooks"
"1725","brookhu01",1987,"MON","NL",430,113,14,72,24,72,"Hubie","Brooks","Hubert",765000,0.262790697674419,0.123893805309735,2023,1,10,"Hubie Brooks"
"1726","brookhu01",1988,"MON","NL",588,164,20,90,35,108,"Hubie","Brooks","Hubert",850000,0.27891156462585,0.121951219512195,2024,1,10,"Hubie Brooks"
"1727","brookhu01",1989,"MON","NL",542,145,14,70,39,108,"Hubie","Brooks","Hubert",950000,0.267527675276753,0.096551724137931,2025,1,10,"Hubie Brooks"
"1728","brookhu01",1990,"LAN","NL",568,151,20,91,33,108,"Hubie","Brooks","Hubert",1366667,0.265845070422535,0.132450331125828,2026,1,10,"Hubie Brooks"
"1729","brookhu01",1991,"NYN","NL",357,85,16,50,44,62,"Hubie","Brooks","Hubert",2316666,0.238095238095238,0.188235294117647,2027,1,10,"Hubie Brooks"
"1730","brookhu01",1992,"CAL","AL",306,66,8,36,12,46,"Hubie","Brooks","Hubert",2316667,0.215686274509804,0.121212121212121,2028,1,10,"Hubie Brooks"
"1731","brookhu01",1993,"KCA","AL",168,48,1,24,11,27,"Hubie","Brooks","Hubert",350000,0.285714285714286,0.0208333333333333,2029,1,10,"Hubie Brooks"
"1732","brookhu01",1994,"KCA","AL",61,14,1,14,2,10,"Hubie","Brooks","Hubert",350000,0.229508196721311,0.0714285714285714,2030,1,10,"Hubie Brooks"
"1733","brookto01",1985,"DET","AL",485,115,7,47,27,78,"Tom","Brookens","Thomas Dale",250000,0.237113402061856,0.0608695652173913,2031,1,6,"Tom Brookens"
"1734","brookto01",1986,"DET","AL",281,76,3,25,20,42,"Tom","Brookens","Thomas Dale",325000,0.270462633451957,0.0394736842105263,2032,1,6,"Tom Brookens"
"1735","brookto01",1987,"DET","AL",444,107,13,59,33,63,"Tom","Brookens","Thomas Dale",360000,0.240990990990991,0.121495327102804,2033,1,6,"Tom Brookens"
"1736","brookto01",1988,"DET","AL",441,107,5,38,44,74,"Tom","Brookens","Thomas Dale",350000,0.242630385487528,0.0467289719626168,2034,1,6,"Tom Brookens"
"1737","brookto01",1989,"NYA","AL",168,38,4,14,11,27,"Tom","Brookens","Thomas Dale",475000,0.226190476190476,0.105263157894737,2035,1,6,"Tom Brookens"
"1738","brookto01",1990,"CLE","AL",154,41,1,20,14,25,"Tom","Brookens","Thomas Dale",425000,0.266233766233766,0.024390243902439,2036,1,6,"Tom Brookens"
"1739","brosisc01",1992,"OAK","AL",87,19,4,13,3,13,"Scott","Brosius","Scott David",113000,0.218390804597701,0.210526315789474,2037,1,10,"Scott Brosius"
"1740","brosisc01",1993,"OAK","AL",213,53,6,25,14,37,"Scott","Brosius","Scott David",130000,0.248826291079812,0.113207547169811,2038,1,10,"Scott Brosius"
"1741","brosisc01",1994,"OAK","AL",324,77,14,49,24,57,"Scott","Brosius","Scott David",165000,0.237654320987654,0.181818181818182,2039,1,10,"Scott Brosius"
"1742","brosisc01",1995,"OAK","AL",389,102,17,46,41,67,"Scott","Brosius","Scott David",235000,0.262210796915167,0.166666666666667,2040,1,10,"Scott Brosius"
"1743","brosisc01",1996,"OAK","AL",428,130,22,71,59,85,"Scott","Brosius","Scott David",970000,0.303738317757009,0.169230769230769,2041,1,10,"Scott Brosius"
"1744","brosisc01",1997,"OAK","AL",479,97,11,41,34,102,"Scott","Brosius","Scott David",2550000,0.202505219206681,0.11340206185567,2042,1,10,"Scott Brosius"
"1745","brosisc01",1998,"NYA","AL",530,159,19,98,52,97,"Scott","Brosius","Scott David",2650000,0.3,0.119496855345912,2043,1,10,"Scott Brosius"
"1746","brosisc01",1999,"NYA","AL",473,117,17,71,39,74,"Scott","Brosius","Scott David",5250000,0.247357293868922,0.145299145299145,2044,1,10,"Scott Brosius"
"1747","brosisc01",2000,"NYA","AL",470,108,16,64,45,73,"Scott","Brosius","Scott David",5250000,0.229787234042553,0.148148148148148,2045,1,10,"Scott Brosius"
"1748","brosisc01",2001,"NYA","AL",428,123,13,49,34,83,"Scott","Brosius","Scott David",5250000,0.287383177570093,0.105691056910569,2046,1,10,"Scott Brosius"
"1749","brousbe01",2003,"CLE","AL",386,96,16,55,32,75,"Ben","Broussard","Benjamin Isaac",303000,0.248704663212435,0.166666666666667,2047,1,5,"Ben Broussard"
"1750","brousbe01",2004,"CLE","AL",418,115,17,82,52,95,"Ben","Broussard","Benjamin Isaac",324100,0.27511961722488,0.147826086956522,2048,1,5,"Ben Broussard"
"1751","brousbe01",2005,"CLE","AL",466,119,19,68,32,98,"Ben","Broussard","Benjamin Isaac",365000,0.255364806866953,0.159663865546218,2049,1,5,"Ben Broussard"
"1752","brousbe01",2007,"SEA","AL",240,66,7,29,17,50,"Ben","Broussard","Benjamin Isaac",3550000,0.275,0.106060606060606,2052,1,5,"Ben Broussard"
"1753","brousbe01",2008,"TEX","AL",82,13,3,8,5,20,"Ben","Broussard","Benjamin Isaac",3850000,0.158536585365854,0.230769230769231,2053,1,5,"Ben Broussard"
"1757","brownad01",1998,"PIT","NL",152,43,0,5,9,18,"Adrian","Brown","Adrian Demond",178000,0.282894736842105,0,2057,1,6,"Adrian Brown"
"1758","brownad01",1999,"PIT","NL",226,61,4,17,33,39,"Adrian","Brown","Adrian Demond",220000,0.269911504424779,0.0655737704918033,2058,1,6,"Adrian Brown"
"1759","brownad01",2000,"PIT","NL",308,97,4,28,29,34,"Adrian","Brown","Adrian Demond",285000,0.314935064935065,0.0412371134020619,2059,1,6,"Adrian Brown"
"1760","brownad01",2001,"PIT","NL",31,6,1,2,3,3,"Adrian","Brown","Adrian Demond",380000,0.193548387096774,0.166666666666667,2060,1,6,"Adrian Brown"
"1761","brownad01",2002,"PIT","NL",208,45,1,21,19,34,"Adrian","Brown","Adrian Demond",450000,0.216346153846154,0.0222222222222222,2061,1,6,"Adrian Brown"
"1762","brownad01",2006,"TEX","AL",36,7,0,2,2,9,"Adrian","Brown","Adrian Demond",425000,0.194444444444444,0,2062,1,6,"Adrian Brown"
"1777","brownem01",1997,"PIT","NL",95,17,2,6,10,32,"Emil","Brown","Emil Quincy",150000,0.178947368421053,0.117647058823529,2081,1,5,"Emil Brown"
"1778","brownem01",2005,"KCA","AL",545,156,17,86,48,108,"Emil","Brown","Emil Quincy",355000,0.286238532110092,0.108974358974359,2084,1,5,"Emil Brown"
"1779","brownem01",2006,"KCA","AL",527,151,15,81,59,95,"Emil","Brown","Emil Quincy",1775000,0.286527514231499,0.0993377483443709,2085,1,5,"Emil Brown"
"1780","brownem01",2007,"KCA","AL",366,94,6,62,24,71,"Emil","Brown","Emil Quincy",3450000,0.256830601092896,0.0638297872340425,2086,1,5,"Emil Brown"
"1781","brownem01",2008,"OAK","AL",402,98,13,59,27,65,"Emil","Brown","Emil Quincy",1400000,0.243781094527363,0.13265306122449,2087,1,5,"Emil Brown"
"1783","brownje01",1987,"TEX","AL",454,123,1,38,61,50,"Jerry","Browne","Jerome Austin",62500,0.270925110132159,0.00813008130081301,2089,1,8,"Jerry Browne"
"1784","brownje01",1988,"TEX","AL",214,49,1,17,25,32,"Jerry","Browne","Jerome Austin",117500,0.228971962616822,0.0204081632653061,2090,1,8,"Jerry Browne"
"1785","brownje01",1989,"CLE","AL",598,179,5,45,68,64,"Jerry","Browne","Jerome Austin",125000,0.29933110367893,0.0279329608938547,2091,1,8,"Jerry Browne"
"1786","brownje01",1990,"CLE","AL",513,137,6,50,72,46,"Jerry","Browne","Jerome Austin",310000,0.267056530214425,0.0437956204379562,2092,1,8,"Jerry Browne"
"1787","brownje01",1991,"CLE","AL",290,66,1,29,27,29,"Jerry","Browne","Jerome Austin",8e+05,0.227586206896552,0.0151515151515152,2093,1,8,"Jerry Browne"
"1788","brownje01",1993,"OAK","AL",260,65,2,19,22,17,"Jerry","Browne","Jerome Austin",625000,0.25,0.0307692307692308,2094,1,8,"Jerry Browne"
"1789","brownje01",1994,"FLO","NL",329,97,3,30,52,23,"Jerry","Browne","Jerome Austin",650000,0.29483282674772,0.0309278350515464,2095,1,8,"Jerry Browne"
"1790","brownje01",1995,"FLO","NL",184,47,1,17,25,20,"Jerry","Browne","Jerome Austin",650000,0.255434782608696,0.0212765957446809,2096,1,8,"Jerry Browne"
"1791","brownke01",1996,"FLO","NL",75,9,0,3,6,28,"Kevin","Brown","James Kevin",3350000,0.12,0,2097,1,9,"Kevin Brown"
"1792","brownke01",1997,"FLO","NL",72,9,0,4,5,25,"Kevin","Brown","James Kevin",4510000,0.125,0,2098,1,9,"Kevin Brown"
"1793","brownke01",1998,"SDN","NL",82,17,0,10,4,29,"Kevin","Brown","James Kevin",4935000,0.207317073170732,0,2099,1,9,"Kevin Brown"
"1794","brownke01",1999,"LAN","NL",78,5,0,3,2,24,"Kevin","Brown","James Kevin",10714286,0.0641025641025641,0,2100,1,9,"Kevin Brown"
"1795","brownke01",2000,"LAN","NL",66,5,0,3,2,29,"Kevin","Brown","James Kevin",15714286,0.0757575757575758,0,2101,1,9,"Kevin Brown"
"1796","brownke01",2001,"LAN","NL",36,3,1,2,0,12,"Kevin","Brown","James Kevin",15714286,0.0833333333333333,0.333333333333333,2102,1,9,"Kevin Brown"
"1797","brownke01",2002,"LAN","NL",20,5,1,2,0,11,"Kevin","Brown","James Kevin",15714286,0.25,0.2,2103,1,9,"Kevin Brown"
"1798","brownke01",2003,"LAN","NL",63,10,0,2,0,28,"Kevin","Brown","James Kevin",15714286,0.158730158730159,0,2104,1,9,"Kevin Brown"
"1799","brownke01",2005,"NYA","AL",2,1,0,0,0,1,"Kevin","Brown","James Kevin",15714286,0.5,0,2105,1,9,"Kevin Brown"
"1805","brownto05",1985,"CIN","NL",88,17,0,2,4,29,"Tom","Browning","Thomas Leo",60000,0.193181818181818,0,2111,1,10,"Tom Browning"
"1806","brownto05",1986,"CIN","NL",86,14,0,3,1,25,"Tom","Browning","Thomas Leo",215000,0.162790697674419,0,2112,1,10,"Tom Browning"
"1807","brownto05",1987,"CIN","NL",52,8,0,6,3,21,"Tom","Browning","Thomas Leo",287500,0.153846153846154,0,2113,1,10,"Tom Browning"
"1808","brownto05",1988,"CIN","NL",83,12,0,4,5,24,"Tom","Browning","Thomas Leo",442500,0.144578313253012,0,2114,1,10,"Tom Browning"
"1809","brownto05",1989,"CIN","NL",78,7,0,2,4,32,"Tom","Browning","Thomas Leo",1025000,0.0897435897435897,0,2115,1,10,"Tom Browning"
"1810","brownto05",1990,"CIN","NL",75,7,0,4,2,29,"Tom","Browning","Thomas Leo",2125000,0.0933333333333333,0,2116,1,10,"Tom Browning"
"1811","brownto05",1991,"CIN","NL",70,12,1,5,3,19,"Tom","Browning","Thomas Leo",2425000,0.171428571428571,0.0833333333333333,2117,1,10,"Tom Browning"
"1812","brownto05",1992,"CIN","NL",31,7,0,2,1,6,"Tom","Browning","Thomas Leo",3250000,0.225806451612903,0,2118,1,10,"Tom Browning"
"1813","brownto05",1993,"CIN","NL",37,8,1,4,2,6,"Tom","Browning","Thomas Leo",2250000,0.216216216216216,0.125,2119,1,10,"Tom Browning"
"1814","brownto05",1994,"CIN","NL",14,2,0,0,0,6,"Tom","Browning","Thomas Leo",3750000,0.142857142857143,0,2120,1,10,"Tom Browning"
"1817","bruceja01",2009,"CIN","NL",345,77,22,58,38,75,"Jay","Bruce","Jay Allen",417500,0.223188405797101,0.285714285714286,2123,1,7,"Jay Bruce"
"1818","bruceja01",2010,"CIN","NL",509,143,25,70,58,136,"Jay","Bruce","Jay Allen",440000,0.280943025540275,0.174825174825175,2124,1,7,"Jay Bruce"
"1819","bruceja01",2011,"CIN","NL",585,150,32,97,71,158,"Jay","Bruce","Jay Allen",2791666,0.256410256410256,0.213333333333333,2125,1,7,"Jay Bruce"
"1820","bruceja01",2012,"CIN","NL",560,141,34,99,62,155,"Jay","Bruce","Jay Allen",5041666,0.251785714285714,0.24113475177305,2126,1,7,"Jay Bruce"
"1821","bruceja01",2013,"CIN","NL",626,164,30,109,63,185,"Jay","Bruce","Jay Allen",7541667,0.261980830670927,0.182926829268293,2127,1,7,"Jay Bruce"
"1822","bruceja01",2014,"CIN","NL",493,107,18,66,44,149,"Jay","Bruce","Jay Allen",1e+07,0.217038539553753,0.168224299065421,2128,1,7,"Jay Bruce"
"1823","bruceja01",2015,"CIN","NL",580,131,26,87,58,145,"Jay","Bruce","Jay Allen",1.2e+07,0.225862068965517,0.198473282442748,2129,1,7,"Jay Bruce"
"1825","brumfja01",1992,"CIN","NL",30,4,0,2,2,4,"Jacob","Brumfield","Jacob Donnell",109000,0.133333333333333,0,2133,1,5,"Jacob Brumfield"
"1826","brumfja01",1993,"CIN","NL",272,73,6,23,21,47,"Jacob","Brumfield","Jacob Donnell",117500,0.268382352941176,0.0821917808219178,2134,1,5,"Jacob Brumfield"
"1827","brumfja01",1994,"CIN","NL",122,38,4,11,15,18,"Jacob","Brumfield","Jacob Donnell",170000,0.311475409836066,0.105263157894737,2135,1,5,"Jacob Brumfield"
"1828","brumfja01",1995,"PIT","NL",402,109,4,26,37,71,"Jacob","Brumfield","Jacob Donnell",225000,0.271144278606965,0.036697247706422,2136,1,5,"Jacob Brumfield"
"1829","brumfja01",1997,"TOR","AL",174,36,2,20,14,31,"Jacob","Brumfield","Jacob Donnell",1050000,0.206896551724138,0.0555555555555556,2139,1,5,"Jacob Brumfield"
"1832","brunato01",1985,"MIN","AL",567,137,27,90,71,86,"Tom","Brunansky","Thomas Andrew",425000,0.241622574955908,0.197080291970803,2146,1,7,"Tom Brunansky"
"1833","brunato01",1986,"MIN","AL",593,152,23,75,53,98,"Tom","Brunansky","Thomas Andrew",740000,0.256323777403035,0.151315789473684,2147,1,7,"Tom Brunansky"
"1834","brunato01",1987,"MIN","AL",532,138,32,85,74,104,"Tom","Brunansky","Thomas Andrew",940000,0.259398496240602,0.231884057971014,2148,1,7,"Tom Brunansky"
"1835","brunato01",1989,"SLN","NL",556,133,20,85,59,107,"Tom","Brunansky","Thomas Andrew",1240000,0.239208633093525,0.150375939849624,2151,1,7,"Tom Brunansky"
"1836","brunato01",1991,"BOS","AL",459,105,16,70,49,72,"Tom","Brunansky","Thomas Andrew",2500000,0.228758169934641,0.152380952380952,2154,1,7,"Tom Brunansky"
"1837","brunato01",1992,"BOS","AL",458,122,15,74,66,96,"Tom","Brunansky","Thomas Andrew",2850000,0.266375545851528,0.122950819672131,2155,1,7,"Tom Brunansky"
"1838","brunato01",1993,"ML4","AL",224,41,6,29,25,59,"Tom","Brunansky","Thomas Andrew",1100000,0.183035714285714,0.146341463414634,2156,1,7,"Tom Brunansky"
"1839","brunter01",2004,"HOU","NL",52,13,4,8,7,13,"Eric","Bruntlett","Eric Kevin",307500,0.25,0.307692307692308,2159,1,5,"Eric Bruntlett"
"1840","brunter01",2005,"HOU","NL",109,24,4,14,10,25,"Eric","Bruntlett","Eric Kevin",335000,0.220183486238532,0.166666666666667,2160,1,5,"Eric Bruntlett"
"1841","brunter01",2006,"HOU","NL",119,33,0,10,13,21,"Eric","Bruntlett","Eric Kevin",365000,0.277310924369748,0,2161,1,5,"Eric Bruntlett"
"1842","brunter01",2008,"PHI","NL",212,46,2,15,21,35,"Eric","Bruntlett","Eric Kevin",6e+05,0.216981132075472,0.0434782608695652,2162,1,5,"Eric Bruntlett"
"1843","brunter01",2009,"PHI","NL",105,18,0,7,5,26,"Eric","Bruntlett","Eric Kevin",8e+05,0.171428571428571,0,2163,1,5,"Eric Bruntlett"
"1855","buckjo01",2005,"KCA","AL",401,97,12,47,23,94,"John","Buck","Johnathan Richard",318500,0.241895261845387,0.123711340206186,2177,1,8,"John Buck"
"1856","buckjo01",2006,"KCA","AL",371,91,11,50,26,84,"John","Buck","Johnathan Richard",349500,0.245283018867925,0.120879120879121,2178,1,8,"John Buck"
"1857","buckjo01",2007,"KCA","AL",347,77,18,48,36,92,"John","Buck","Johnathan Richard",440000,0.221902017291066,0.233766233766234,2179,1,8,"John Buck"
"1858","buckjo01",2008,"KCA","AL",370,83,9,48,38,96,"John","Buck","Johnathan Richard",2200000,0.224324324324324,0.108433734939759,2180,1,8,"John Buck"
"1859","buckjo01",2009,"KCA","AL",186,46,8,36,13,55,"John","Buck","Johnathan Richard",2900000,0.247311827956989,0.173913043478261,2181,1,8,"John Buck"
"1860","buckjo01",2010,"TOR","AL",409,115,20,66,16,111,"John","Buck","Johnathan Richard",2e+06,0.281173594132029,0.173913043478261,2182,1,8,"John Buck"
"1861","buckjo01",2011,"FLO","NL",466,106,16,57,54,115,"John","Buck","Johnathan Richard",5e+06,0.227467811158798,0.150943396226415,2183,1,8,"John Buck"
"1862","buckjo01",2012,"MIA","NL",343,66,12,41,49,103,"John","Buck","Johnathan Richard",6500000,0.192419825072886,0.181818181818182,2184,1,8,"John Buck"
"1867","bucktr01",2007,"OAK","AL",285,82,7,34,39,66,"Travis","Buck","Travis George",380000,0.287719298245614,0.0853658536585366,2199,1,6,"Travis Buck"
"1868","bucktr01",2008,"OAK","AL",155,35,7,25,11,38,"Travis","Buck","Travis George",4e+05,0.225806451612903,0.2,2200,1,6,"Travis Buck"
"1869","bucktr01",2009,"OAK","AL",105,23,3,10,10,20,"Travis","Buck","Travis George",410000,0.219047619047619,0.130434782608696,2201,1,6,"Travis Buck"
"1870","bucktr01",2010,"OAK","AL",42,7,1,2,4,14,"Travis","Buck","Travis George",410000,0.166666666666667,0.142857142857143,2202,1,6,"Travis Buck"
"1871","bucktr01",2011,"CLE","AL",149,34,2,18,8,30,"Travis","Buck","Travis George",625000,0.228187919463087,0.0588235294117647,2203,1,6,"Travis Buck"
"1872","bucktr01",2012,"HOU","NL",74,16,0,6,6,18,"Travis","Buck","Travis George",580000,0.216216216216216,0,2204,1,6,"Travis Buck"
"1875","buechst01",1986,"TEX","AL",461,112,18,54,35,98,"Steve","Buechele","Steven Bernard",85000,0.24295010845987,0.160714285714286,2207,1,7,"Steve Buechele"
"1876","buechst01",1987,"TEX","AL",363,86,13,50,28,66,"Steve","Buechele","Steven Bernard",135000,0.236914600550964,0.151162790697674,2208,1,7,"Steve Buechele"
"1877","buechst01",1988,"TEX","AL",503,126,16,58,65,79,"Steve","Buechele","Steven Bernard",180000,0.250497017892644,0.126984126984127,2209,1,7,"Steve Buechele"
"1878","buechst01",1989,"TEX","AL",486,114,16,59,36,107,"Steve","Buechele","Steven Bernard",430000,0.234567901234568,0.140350877192982,2210,1,7,"Steve Buechele"
"1879","buechst01",1990,"TEX","AL",251,54,7,30,27,63,"Steve","Buechele","Steven Bernard",550000,0.215139442231076,0.12962962962963,2211,1,7,"Steve Buechele"
"1880","buechst01",1993,"CHN","NL",460,125,15,65,48,87,"Steve","Buechele","Steven Bernard",2900000,0.271739130434783,0.12,2216,1,7,"Steve Buechele"
"1881","buechst01",1994,"CHN","NL",339,82,14,52,39,80,"Steve","Buechele","Steven Bernard",2550000,0.24188790560472,0.170731707317073,2217,1,7,"Steve Buechele"
